,vehicleno,start,Customer City,s,ChargeIn,ChargeOut
2141,M7RKR0801JCA00284,2023-01-19 04:13:00,Talegaon Dabhade,1,10-20,20-30
2142,M7RKR0801JCA00284,2023-01-19 05:32:00,Talegaon Dabhade,1,20-30,50-60
2143,M7RKR0801JCA00284,2023-01-19 11:17:00,Talegaon Dabhade,1,50-60,90-100
2144,M7RKR0801KCA00286,2023-01-04 05:31:00,Solapur,1,20-30,30-40
2145,M7RKR0801KCA00286,2023-01-04 14:18:00,Solapur,1,10-20,60-70
2146,M7RKR0801KCA00286,2023-01-04 18:44:00,Solapur,1,40-50,90-100
2147,M7RKR0801KCA00286,2023-01-06 19:04:00,Solapur,1,10-20,80-90
2148,M7RKR0801KCA00286,2023-01-09 13:47:00,Solapur,1,0-10,60-70
2149,M7RKR0801KCA00286,2023-01-10 04:50:00,Solapur,1,30-40,80-90
2150,M7RKR0801KCA00286,2023-01-13 06:16:00,Solapur,1,30-40,90-100
2151,M7RKR0801KCA00286,2023-01-18 08:10:00,Solapur,1,20-30,40-50
2152,M7RKR0801KCA00286,2023-01-18 09:42:00,Solapur,1,30-40,90-100
2153,M7RKR0801KCA00287,2023-01-02 05:38:00,Aurangabad,1,60-70,90-100
2154,M7RKR0801KCA00287,2023-01-07 01:38:00,Aurangabad,1,30-40,60-70
2155,M7RKR0801KCA00287,2023-01-07 03:54:00,Aurangabad,1,60-70,90-100
2156,M7RKR0801KCA00287,2023-01-08 02:41:00,Aurangabad,1,80-90,90-100
2157,M7RKR0801KCA00287,2023-01-08 14:01:00,Aurangabad,1,40-50,90-100
2158,M7RKR0801KCA00287,2023-01-13 05:49:00,Aurangabad,1,50-60,80-90
2159,M7RKR0801KCA00287,2023-01-15 08:55:00,Aurangabad,1,90-100,90-100
2160,M7RKR0801KCA00287,2023-01-18 15:03:00,Aurangabad,1,40-50,80-90
2161,M7RKR0801KCA00288,2023-01-06 00:15:00,Raigad,1,60-70,80-90
2162,M7RKR0801KCA00288,2023-01-08 13:22:00,Raigad,1,20-30,40-50
2163,M7RKR0801KCA00288,2023-01-08 14:38:00,Raigad,1,30-40,60-70
2164,M7RKR0801KCA00288,2023-01-10 03:30:00,Raigad,1,50-60,60-70
2165,M7RKR0801KCA00288,2023-01-10 14:14:00,Raigad,1,20-30,90-100
2166,M7RKR0801KCA00288,2023-01-12 02:20:00,Raigad,1,80-90,90-100
2167,M7RKR0801KCA00288,2023-01-13 00:22:00,Raigad,1,30-40,80-90
2168,M7RKR0801KCA00288,2023-01-16 16:41:00,Raigad,1,30-40,90-100
2169,M7RKR0801KCA00290,2023-01-01 12:22:00,Pune,1,10-20,90-100
2170,M7RKR0801KCA00290,2023-01-03 15:58:00,Pune,1,20-30,90-100
2171,M7RKR0801KCA00290,2023-01-06 14:05:00,Pune,1,0-10,80-90
2172,M7RKR0801KCA00290,2023-01-09 14:47:00,Pune,1,10-20,90-100
2173,M7RKR0801KCA00290,2023-01-11 14:50:00,Pune,1,20-30,90-100
2174,M7RKR0801KCA00290,2023-01-13 16:11:00,Pune,1,20-30,90-100
2175,M7RKR0801KCA00290,2023-01-16 13:40:00,Pune,1,10-20,80-90
2176,M7RKR0801KCA00290,2023-01-18 16:06:00,Pune,1,0-10,90-100
2177,M7RKR0801KCA00291,2023-01-02 08:14:00,Pune,1,20-30,30-40
2178,M7RKR0801KCA00291,2023-01-02 11:09:00,Pune,1,30-40,30-40
2179,M7RKR0801KCA00291,2023-01-08 04:31:00,Pune,1,10-20,10-20
2180,M7RKR0801KCA00291,2023-01-08 06:27:00,Pune,1,10-20,40-50
2181,M7RKR0801KCA00291,2023-01-10 10:34:00,Pune,1,40-50,60-70
2182,M7RKR0801KCA00291,2023-01-11 07:54:00,Pune,1,10-20,60-70
2183,M7RKR0801KCA00291,2023-01-15 06:36:00,Pune,1,50-60,50-60
2184,M7RKR0801KCA00291,2023-01-15 11:13:00,Pune,1,0-10,20-30
2185,M7RKR0801KCA00291,2023-01-16 18:19:00,Pune,1,60-70,90-100
2186,M7RKR0801KCA00291,2023-01-18 17:33:00,Pune,1,20-30,90-100
2187,M7RKR0801KCA00292,2022-12-31 19:04:00,Mumbai,1,0-10,90-100
2188,M7RKR0801KCA00292,2023-01-09 18:40:00,Mumbai,1,20-30,90-100
2189,M7RKR0801KCA00292,2023-01-13 03:48:00,Mumbai,1,60-70,90-100
2190,M7RKR0801KCA00292,2023-01-14 13:38:00,Mumbai,1,0-10,70-80
2191,M7RKR0801KCA00292,2023-01-18 01:09:00,Mumbai,1,50-60,70-80
2192,M7RKR0801KCA00293,2023-01-01 04:38:00,Mumbai,1,10-20,70-80
2193,M7RKR0801KCA00293,2023-01-05 04:31:00,Mumbai,1,0-10,90-100
2194,M7RKR0801KCA00293,2023-01-11 04:34:00,Mumbai,1,20-30,90-100
2195,M7RKR0801KCA00293,2023-01-16 04:48:00,Mumbai,1,20-30,90-100
2196,M7RKR0801KCA00293,2023-01-19 04:34:00,Mumbai,1,20-30,90-100
2197,M7RKR0801KCA00294,2023-01-03 17:42:00,Latur,1,30-40,90-100
2198,M7RKR0801KCA00294,2023-01-05 16:10:00,Latur,1,50-60,90-100
2199,M7RKR0801KCA00294,2023-01-07 18:56:00,Latur,1,50-60,90-100
2200,M7RKR0801KCA00294,2023-01-12 16:49:00,Latur,1,20-30,90-100
2201,M7RKR0801KCA00294,2023-01-14 16:23:00,Latur,1,0-10,90-100
2202,M7RKR0801KCA00294,2023-01-15 02:10:00,Latur,1,90-100,90-100
2203,M7RKR0801KCA00294,2023-01-15 17:34:00,Latur,1,0-10,90-100
2204,M7RKR0801KCA00294,2023-01-16 03:41:00,Latur,1,30-40,40-50
2205,M7RKR0801KCA00294,2023-01-16 15:21:00,Latur,1,0-10,90-100
2206,M7RKR0801KCA00294,2023-01-17 18:04:00,Latur,1,30-40,90-100
2207,M7RKR0801KCA00294,2023-01-18 06:20:00,Latur,1,10-20,90-100
2208,M7RKR0801KCA00296,2023-01-07 15:49:00,Solapur,1,50-60,70-80
2209,M7RKR0801KCA00296,2023-01-08 00:58:00,Solapur,1,60-70,90-100
2210,M7RKR0801KCA00296,2023-01-09 01:23:00,Solapur,1,60-70,70-80
2211,M7RKR0801KCA00296,2023-01-09 10:04:00,Solapur,1,70-80,90-100
2212,M7RKR0801KCA00296,2023-01-12 02:31:00,Solapur,1,30-40,90-100
2213,M7RKR0801KCA00296,2023-01-15 05:22:00,Solapur,1,20-30,60-70
2214,M7RKR0801KCA00296,2023-01-16 05:38:00,Solapur,1,40-50,50-60
2215,M7RKR0801KCA00296,2023-01-16 06:38:00,Solapur,1,50-60,70-80
2216,M7RKR0801KCA00296,2023-01-16 09:52:00,Solapur,1,70-80,80-90
2217,M7RKR0801KCA00297,2023-01-01 15:54:00,Pune,1,80-90,90-100
2218,M7RKR0801KCA00297,2023-01-02 16:20:00,Pune,1,50-60,90-100
2219,M7RKR0801KCA00297,2023-01-03 15:14:00,Pune,1,30-40,90-100
2220,M7RKR0801KCA00297,2023-01-04 16:03:00,Pune,1,50-60,80-90
2221,M7RKR0801KCA00297,2023-01-05 00:54:00,Pune,1,80-90,90-100
2222,M7RKR0801KCA00297,2023-01-05 16:58:00,Pune,1,30-40,90-100
2223,M7RKR0801KCA00297,2023-01-06 15:53:00,Pune,1,30-40,90-100
2224,M7RKR0801KCA00297,2023-01-08 15:56:00,Pune,1,10-20,90-100
2225,M7RKR0801KCA00297,2023-01-09 15:28:00,Pune,1,40-50,90-100
2226,M7RKR0801KCA00297,2023-01-10 15:34:00,Pune,1,30-40,90-100
2227,M7RKR0801KCA00297,2023-01-11 16:06:00,Pune,1,30-40,90-100
2228,M7RKR0801KCA00297,2023-01-12 14:54:00,Pune,1,30-40,80-90
2229,M7RKR0801KCA00297,2023-01-14 02:14:00,Pune,1,70-80,80-90
2230,M7RKR0801KCA00297,2023-01-14 17:24:00,Pune,1,20-30,90-100
2231,M7RKR0801KCA00297,2023-01-16 16:01:00,Pune,1,30-40,70-80
2232,M7RKR0801KCA00297,2023-01-17 01:01:00,Pune,1,70-80,90-100
2233,M7RKR0801KCA00297,2023-01-18 15:56:00,Pune,1,40-50,60-70
2234,M7RKR0801KCA00297,2023-01-18 18:40:00,Pune,1,50-60,90-100
2235,M7RKR0801KCA00298,2023-01-02 04:15:00,Hyderabad,1,30-40,90-100
2236,M7RKR0801KCA00298,2023-01-03 03:19:00,Hyderabad,1,40-50,90-100
2237,M7RKR0801KCA00298,2023-01-05 03:30:00,Hyderabad,1,20-30,90-100
2238,M7RKR0801KCA00298,2023-01-06 06:50:00,Hyderabad,1,30-40,90-100
2239,M7RKR0801KCA00298,2023-01-07 03:18:00,Hyderabad,1,0-10,90-100
2240,M7RKR0801KCA00298,2023-01-09 14:26:00,Hyderabad,1,20-30,90-100
2241,M7RKR0801KCA00298,2023-01-10 03:31:00,Hyderabad,1,40-50,90-100
2242,M7RKR0801KCA00298,2023-01-11 03:43:00,Hyderabad,1,10-20,90-100
2243,M7RKR0801KCA00298,2023-01-12 03:58:00,Hyderabad,1,30-40,90-100
2244,M7RKR0801KCA00298,2023-01-17 14:48:00,Hyderabad,1,20-30,90-100
2245,M7RKR0801KCA00298,2023-01-18 14:51:00,Hyderabad,1,10-20,90-100
2246,M7RKR0801KCA00299,2023-01-03 08:05:00,Pune,1,20-30,40-50
2247,M7RKR0801KCA00299,2023-01-03 13:53:00,Pune,1,20-30,80-90
2248,M7RKR0801KCA00299,2023-01-04 00:27:00,Pune,1,80-90,90-100
2249,M7RKR0801KCA00299,2023-01-07 13:09:00,Pune,1,30-40,90-100
2250,M7RKR0801KCA00299,2023-01-17 17:54:00,Pune,1,50-60,90-100
2251,M7RKR0801KCA00302,2023-01-02 05:42:00,Satara,1,70-80,90-100
2252,M7RKR0801KCA00302,2023-01-03 04:29:00,Satara,1,50-60,80-90
2253,M7RKR0801KCA00302,2023-01-03 06:47:00,Satara,1,80-90,80-90
2254,M7RKR0801KCA00302,2023-01-03 08:04:00,Satara,1,90-100,90-100
2255,M7RKR0801KCA00302,2023-01-06 11:12:00,Satara,1,30-40,60-70
2256,M7RKR0801KCA00302,2023-01-07 05:51:00,Satara,1,30-40,70-80
2257,M7RKR0801KCA00302,2023-01-08 04:40:00,Satara,1,40-50,70-80
2258,M7RKR0801KCA00302,2023-01-09 05:02:00,Satara,1,40-50,70-80
2259,M7RKR0801KCA00302,2023-01-09 08:20:00,Satara,1,70-80,90-100
2260,M7RKR0801KCA00302,2023-01-10 05:23:00,Satara,1,40-50,90-100
2261,M7RKR0801KCA00302,2023-01-10 10:32:00,Satara,1,80-90,90-100
2262,M7RKR0801KCA00302,2023-01-11 05:48:00,Satara,1,40-50,90-100
2263,M7RKR0801KCA00302,2023-01-13 04:42:00,Satara,1,40-50,90-100
2264,M7RKR0801KCA00302,2023-01-14 05:35:00,Satara,1,50-60,70-80
2265,M7RKR0801KCA00302,2023-01-14 08:41:00,Satara,1,70-80,80-90
2266,M7RKR0801KCA00302,2023-01-14 09:55:00,Satara,1,80-90,90-100
2267,M7RKR0801KCA00302,2023-01-17 04:36:00,Satara,1,40-50,90-100
2268,M7RKR0801KCA00302,2023-01-18 04:28:00,Satara,1,50-60,60-70
2269,M7RKR0801KCA00302,2023-01-18 05:11:00,Satara,1,50-60,90-100
2270,M7RKR0801KCA00302,2023-01-19 04:24:00,Satara,1,50-60,90-100
2271,M7RKR0801KCA00302,2023-01-19 08:20:00,Satara,1,80-90,90-100
2272,M7RKR0801KCA00303,2023-01-04 16:44:00,Pune,1,40-50,90-100
2273,M7RKR0801KCA00303,2023-01-06 15:57:00,Pune,1,30-40,90-100
2274,M7RKR0801KCA00303,2023-01-08 15:42:00,Pune,1,30-40,90-100
2275,M7RKR0801KCA00303,2023-01-10 15:29:00,Pune,1,40-50,90-100
2276,M7RKR0801KCA00303,2023-01-11 15:27:00,Pune,1,30-40,90-100
2277,M7RKR0801KCA00303,2023-01-12 15:49:00,Pune,1,40-50,90-100
2278,M7RKR0801KCA00303,2023-01-13 15:44:00,Pune,1,20-30,90-100
2279,M7RKR0801KCA00303,2023-01-14 16:03:00,Pune,1,20-30,90-100
2280,M7RKR0801KCA00303,2023-01-15 12:48:00,Pune,1,60-70,60-70
2281,M7RKR0801KCA00303,2023-01-17 15:18:00,Pune,1,30-40,90-100
2282,M7RKR0801KCA00303,2023-01-18 15:51:00,Pune,1,30-40,90-100
2283,M7RKR0801KCA00304,2023-01-18 17:13:00,Jalgaon,1,40-50,90-100
2284,M7RKR0801KCA00305,2023-01-01 16:10:00,Pune,1,40-50,90-100
2285,M7RKR0801KCA00305,2023-01-02 06:48:00,Pune,1,0-10,50-60
2286,M7RKR0801KCA00305,2023-01-02 16:55:00,Pune,1,40-50,60-70
2287,M7RKR0801KCA00305,2023-01-02 19:19:00,Pune,1,50-60,90-100
2288,M7RKR0801KCA00305,2023-01-04 17:00:00,Pune,1,60-70,90-100
2289,M7RKR0801KCA00305,2023-01-06 14:56:00,Pune,1,30-40,90-100
2290,M7RKR0801KCA00305,2023-01-07 15:58:00,Pune,1,50-60,70-80
2291,M7RKR0801KCA00305,2023-01-07 18:07:00,Pune,1,60-70,90-100
2292,M7RKR0801KCA00305,2023-01-08 18:53:00,Pune,1,70-80,90-100
2293,M7RKR0801KCA00305,2023-01-10 06:41:00,Pune,1,70-80,90-100
2294,M7RKR0801KCA00305,2023-01-12 13:15:00,Pune,1,20-30,90-100
2295,M7RKR0801KCA00305,2023-01-13 14:52:00,Pune,1,40-50,90-100
2296,M7RKR0801KCA00305,2023-01-14 06:32:00,Pune,1,30-40,90-100
2297,M7RKR0801KCA00305,2023-01-14 17:09:00,Pune,1,20-30,90-100
2298,M7RKR0801KCA00305,2023-01-15 05:54:00,Pune,1,30-40,90-100
2299,M7RKR0801KCA00305,2023-01-16 15:23:00,Pune,1,70-80,70-80
2300,M7RKR0801KCA00305,2023-01-16 15:58:00,Pune,1,70-80,90-100
2301,M7RKR0801KCA00305,2023-01-17 06:46:00,Pune,1,30-40,90-100
2302,M7RKR0801KCA00305,2023-01-18 06:19:00,Pune,1,30-40,90-100
2303,M7RKR0801KCA00305,2023-01-19 06:25:00,Pune,1,20-30,90-100
2304,M7RKR0801KCA00307,2023-01-02 14:14:00,Hyderabad,1,30-40,70-80
2305,M7RKR0801KCA00307,2023-01-06 14:58:00,Hyderabad,1,30-40,60-70
2306,M7RKR0801KCA00307,2023-01-08 04:09:00,Hyderabad,1,30-40,90-100
2307,M7RKR0801KCA00307,2023-01-11 13:12:00,Hyderabad,1,20-30,70-80
2308,M7RKR0801KCA00307,2023-01-14 08:53:00,Hyderabad,1,60-70,90-100
2309,M7RKR0801KCA00310,2023-01-02 17:35:00,Hyderabad,1,50-60,90-100
2310,M7RKR0801KCA00310,2023-01-03 18:30:00,Hyderabad,1,20-30,90-100
2311,M7RKR0801KCA00310,2023-01-07 18:30:00,Hyderabad,1,50-60,90-100
2312,M7RKR0801KCA00310,2023-01-15 19:25:00,Hyderabad,1,20-30,90-100
2313,M7RKR0801KCA00310,2023-01-18 11:40:00,Hyderabad,1,20-30,30-40
2314,M7RKR0801KCA00310,2023-01-18 16:51:00,Hyderabad,1,30-40,40-50
2315,M7RKR0801KCA00310,2023-01-19 04:00:00,Hyderabad,1,30-40,60-70
2316,M7RKR0801KCA00310,2023-01-19 07:04:00,Hyderabad,1,60-70,60-70
2317,M7RKR0801KCA00313,2023-01-01 15:29:00,Pune,1,20-30,70-80
2318,M7RKR0801KCA00313,2023-01-02 04:25:00,Pune,1,60-70,90-100
2319,M7RKR0801KCA00313,2023-01-03 02:11:00,Pune,1,80-90,90-100
2320,M7RKR0801KCA00313,2023-01-03 04:35:00,Pune,1,80-90,90-100
2321,M7RKR0801KCA00313,2023-01-03 06:32:00,Pune,1,60-70,90-100
2322,M7RKR0801KCA00313,2023-01-03 15:46:00,Pune,1,30-40,70-80
2323,M7RKR0801KCA00313,2023-01-08 00:25:00,Pune,1,50-60,70-80
2324,M7RKR0801KCA00313,2023-01-09 20:01:00,Pune,1,30-40,90-100
2325,M7RKR0801KCA00313,2023-01-10 14:24:00,Pune,1,40-50,90-100
2326,M7RKR0801KCA00313,2023-01-14 06:04:00,Pune,1,40-50,40-50
2327,M7RKR0801KCA00313,2023-01-17 09:13:00,Pune,1,30-40,70-80
2328,M7RKR0801KCA00313,2023-01-19 10:36:00,Pune,1,30-40,40-50
2329,M7RKR0801KCA00313,2023-01-19 11:46:00,Pune,1,40-50,90-100
2330,M7RKR0801KCA00317,2023-01-02 13:16:00,Pune,1,30-40,60-70
2331,M7RKR0801KCA00317,2023-01-09 13:14:00,Pune,1,40-50,60-70
2332,M7RKR0801KCA00317,2023-01-09 15:15:00,Pune,1,60-70,90-100
2333,M7RKR0801KCA00317,2023-01-15 17:46:00,Pune,1,0-10,30-40
2334,M7RKR0801KCA00317,2023-01-15 21:33:00,Pune,1,30-40,90-100
2335,M7RKR0801KCA00317,2023-01-16 13:04:00,Pune,1,40-50,90-100
2336,M7RKR0801KCA00317,2023-01-17 08:17:00,Pune,1,0-10,90-100
2337,M7RKR0801KCA00317,2023-01-18 12:59:00,Pune,1,30-40,90-100
2338,M7RKR0801KCA00317,2023-01-19 12:39:00,Pune,1,30-40,90-100
2339,M7RKR0801KCA00318,2023-01-03 17:53:00,Mumbai,1,10-20,90-100
2340,M7RKR0801KCA00318,2023-01-06 13:09:00,Mumbai,1,0-10,80-90
2341,M7RKR0801KCA00318,2023-01-08 17:14:00,Mumbai,1,30-40,90-100
2342,M7RKR0801KCA00318,2023-01-10 14:05:00,Mumbai,1,30-40,90-100
2343,M7RKR0801KCA00318,2023-01-12 12:44:00,Mumbai,1,30-40,90-100
2344,M7RKR0801KCA00318,2023-01-17 14:48:00,Mumbai,1,10-20,90-100
2345,M7RKR0801KCA00319,2023-01-03 17:38:00,Pune,1,60-70,90-100
2346,M7RKR0801KCA00319,2023-01-12 08:18:00,Pune,1,40-50,90-100
2347,M7RKR0801KCA00319,2023-01-17 18:03:00,Pune,1,40-50,90-100
2348,M7RKR0801KCA00320,2023-01-02 01:33:00,Pune,1,60-70,90-100
2349,M7RKR0801KCA00320,2023-01-08 04:50:00,Pune,1,40-50,90-100
2350,M7RKR0801KCA00320,2023-01-09 11:26:00,Pune,1,30-40,70-80
2351,M7RKR0801KCA00320,2023-01-09 15:10:00,Pune,1,70-80,90-100
2352,M7RKR0801KCA00320,2023-01-12 13:39:00,Pune,1,60-70,90-100
2353,M7RKR0801KCA00320,2023-01-15 08:27:00,Pune,1,10-20,50-60
2354,M7RKR0801KCA00320,2023-01-18 07:29:00,Pune,1,20-30,90-100
2355,M7RKR0801KCA00321,2023-01-01 09:25:00,Nashik,1,50-60,90-100
2356,M7RKR0801KCA00321,2023-01-02 14:20:00,Nashik,1,70-80,90-100
2357,M7RKR0801KCA00321,2023-01-04 11:09:00,Nashik,1,0-10,10-20
2358,M7RKR0801KCA00321,2023-01-04 12:29:00,Nashik,1,0-10,80-90
2359,M7RKR0801KCA00321,2023-01-05 12:55:00,Nashik,1,70-80,90-100
2360,M7RKR0801KCA00321,2023-01-06 12:22:00,Nashik,1,0-10,70-80
2361,M7RKR0801KCA00321,2023-01-07 14:53:00,Nashik,1,60-70,90-100
2362,M7RKR0801KCA00321,2023-01-08 05:46:00,Nashik,1,80-90,90-100
2363,M7RKR0801KCA00321,2023-01-09 16:11:00,Nashik,1,30-40,60-70
2364,M7RKR0801KCA00321,2023-01-10 02:14:00,Nashik,1,60-70,90-100
2365,M7RKR0801KCA00321,2023-01-11 10:41:00,Nashik,1,50-60,60-70
2366,M7RKR0801KCA00321,2023-01-11 15:35:00,Nashik,1,40-50,80-90
2367,M7RKR0801KCA00321,2023-01-12 15:16:00,Nashik,1,30-40,90-100
2368,M7RKR0801KCA00321,2023-01-13 15:53:00,Nashik,1,10-20,90-100
2369,M7RKR0801KCA00321,2023-01-16 11:21:00,Nashik,1,40-50,90-100
2370,M7RKR0801KCA00321,2023-01-18 02:31:00,Nashik,1,30-40,90-100
2371,M7RKR0801KCA00322,2023-01-01 05:28:00,Aurangabad,1,30-40,60-70
2372,M7RKR0801KCA00322,2023-01-01 12:55:00,Aurangabad,1,10-20,70-80
2373,M7RKR0801KCA00322,2023-01-04 10:13:00,Aurangabad,1,50-60,60-70
2374,M7RKR0801KCA00322,2023-01-04 11:17:00,Aurangabad,1,60-70,90-100
2375,M7RKR0801KCA00322,2023-01-06 17:14:00,Aurangabad,1,60-70,90-100
2376,M7RKR0801KCA00322,2023-01-07 11:28:00,Aurangabad,1,40-50,50-60
2377,M7RKR0801KCA00322,2023-01-07 16:22:00,Aurangabad,1,0-10,90-100
2378,M7RKR0801KCA00322,2023-01-08 08:40:00,Aurangabad,1,80-90,90-100
2379,M7RKR0801KCA00322,2023-01-09 17:07:00,Aurangabad,1,20-30,90-100
2380,M7RKR0801KCA00322,2023-01-10 16:34:00,Aurangabad,1,40-50,90-100
2381,M7RKR0801KCA00322,2023-01-13 02:47:00,Aurangabad,1,50-60,70-80
2382,M7RKR0801KCA00322,2023-01-13 06:49:00,Aurangabad,1,50-60,60-70
2383,M7RKR0801KCA00322,2023-01-13 08:27:00,Aurangabad,1,50-60,80-90
2384,M7RKR0801KCA00322,2023-01-14 16:13:00,Aurangabad,1,20-30,90-100
2385,M7RKR0801KCA00322,2023-01-15 17:11:00,Aurangabad,1,30-40,90-100
2386,M7RKR0801KCA00322,2023-01-17 17:42:00,Aurangabad,1,30-40,90-100
2387,M7RKR0801KCA00323,2023-01-01 07:23:00,Pune,1,30-40,70-80
2388,M7RKR0801KCA00323,2023-01-03 08:08:00,Pune,1,20-30,30-40
2389,M7RKR0801KCA00323,2023-01-03 10:56:00,Pune,1,10-20,30-40
2390,M7RKR0801KCA00323,2023-01-03 13:46:00,Pune,1,30-40,90-100
2391,M7RKR0801KCA00323,2023-01-06 10:27:00,Pune,1,20-30,30-40
2392,M7RKR0801KCA00323,2023-01-06 11:40:00,Pune,1,30-40,60-70
2393,M7RKR0801KCA00323,2023-01-06 16:45:00,Pune,1,40-50,70-80
2394,M7RKR0801KCA00323,2023-01-07 14:33:00,Pune,1,40-50,90-100
2395,M7RKR0801KCA00323,2023-01-09 09:39:00,Pune,1,10-20,80-90
2396,M7RKR0801KCA00323,2023-01-09 15:02:00,Pune,1,70-80,90-100
2397,M7RKR0801KCA00323,2023-01-10 13:49:00,Pune,1,20-30,70-80
2398,M7RKR0801KCA00323,2023-01-11 08:42:00,Pune,1,0-10,30-40
2399,M7RKR0801KCA00323,2023-01-11 13:01:00,Pune,1,20-30,80-90
2400,M7RKR0801KCA00323,2023-01-12 13:29:00,Pune,1,40-50,90-100
2401,M7RKR0801KCA00323,2023-01-13 12:06:00,Pune,1,50-60,80-90
2402,M7RKR0801KCA00323,2023-01-13 15:15:00,Pune,1,70-80,90-100
2403,M7RKR0801KCA00323,2023-01-14 15:28:00,Pune,1,40-50,80-90
2404,M7RKR0801KCA00323,2023-01-15 15:23:00,Pune,1,10-20,50-60
2405,M7RKR0801KCA00323,2023-01-16 07:24:00,Pune,1,10-20,40-50
2406,M7RKR0801KCA00323,2023-01-16 10:12:00,Pune,1,30-40,70-80
2407,M7RKR0801KCA00323,2023-01-16 15:31:00,Pune,1,50-60,90-100
2408,M7RKR0801KCA00323,2023-01-17 11:44:00,Pune,1,40-50,60-70
2409,M7RKR0801KCA00323,2023-01-17 14:42:00,Pune,1,40-50,80-90
2410,M7RKR0801KCA00323,2023-01-18 10:28:00,Pune,1,20-30,50-60
2411,M7RKR0801KCA00323,2023-01-19 05:09:00,Pune,1,60-70,60-70
2412,M7RKR0801KCA00323,2023-01-19 12:07:00,Pune,1,10-20,70-80
2413,M7RKR0801KCA00325,2023-01-03 16:13:00,Ratnagiri,1,20-30,50-60
2414,M7RKR0801KCA00325,2023-01-03 23:54:00,Ratnagiri,1,50-60,70-80
2415,M7RKR0801KCA00325,2023-01-04 01:32:00,Ratnagiri,1,70-80,80-90
2416,M7RKR0801KCA00325,2023-01-04 13:34:00,Ratnagiri,1,30-40,90-100
2417,M7RKR0801KCA00325,2023-01-05 01:37:00,Ratnagiri,1,90-100,90-100
2418,M7RKR0801KCA00325,2023-01-05 13:00:00,Ratnagiri,1,40-50,90-100
2419,M7RKR0801KCA00325,2023-01-06 01:40:00,Ratnagiri,1,70-80,90-100
2420,M7RKR0801KCA00325,2023-01-06 13:07:00,Ratnagiri,1,30-40,90-100
2421,M7RKR0801KCA00325,2023-01-07 12:53:00,Ratnagiri,1,50-60,90-100
2422,M7RKR0801KCA00325,2023-01-09 13:41:00,Ratnagiri,1,50-60,90-100
2423,M7RKR0801KCA00325,2023-01-10 13:48:00,Ratnagiri,1,50-60,90-100
2424,M7RKR0801KCA00325,2023-01-12 12:57:00,Ratnagiri,1,50-60,90-100
2425,M7RKR0801KCA00325,2023-01-13 13:00:00,Ratnagiri,1,50-60,90-100
2426,M7RKR0801KCA00325,2023-01-14 13:10:00,Ratnagiri,1,50-60,90-100
2427,M7RKR0801KCA00325,2023-01-15 11:32:00,Ratnagiri,1,70-80,90-100
2428,M7RKR0801KCA00325,2023-01-17 13:01:00,Ratnagiri,1,50-60,90-100
2429,M7RKR0801KCA00325,2023-01-18 13:14:00,Ratnagiri,1,40-50,90-100
2430,M7RKR0801KCA00325,2023-01-19 09:07:00,Ratnagiri,1,40-50,70-80
2431,M7RKR0801KCA00325,2023-01-19 11:38:00,Ratnagiri,1,70-80,90-100
2432,M7RKR0801KCA00326,2023-01-01 16:57:00,Nashik,1,50-60,90-100
2433,M7RKR0801KCA00326,2023-01-02 17:10:00,Nashik,1,60-70,90-100
2434,M7RKR0801KCA00326,2023-01-03 17:26:00,Nashik,1,40-50,90-100
2435,M7RKR0801KCA00326,2023-01-04 16:59:00,Nashik,1,80-90,90-100
2436,M7RKR0801KCA00326,2023-01-05 20:05:00,Nashik,1,30-40,90-100
2437,M7RKR0801KCA00326,2023-01-06 08:34:00,Nashik,1,50-60,90-100
2438,M7RKR0801KCA00326,2023-01-06 17:23:00,Nashik,1,70-80,90-100
2439,M7RKR0801KCA00326,2023-01-07 06:52:00,Nashik,1,50-60,80-90
2440,M7RKR0801KCA00326,2023-01-07 18:07:00,Nashik,1,40-50,90-100
2441,M7RKR0801KCA00326,2023-01-08 17:05:00,Nashik,1,60-70,90-100
2442,M7RKR0801KCA00326,2023-01-10 15:50:00,Nashik,1,40-50,90-100
2443,M7RKR0801KCA00326,2023-01-13 15:47:00,Nashik,1,40-50,90-100
2444,M7RKR0801KCA00326,2023-01-14 18:31:00,Nashik,1,50-60,90-100
2445,M7RKR0801KCA00326,2023-01-15 16:43:00,Nashik,1,50-60,90-100
2446,M7RKR0801KCA00326,2023-01-18 08:19:00,Nashik,1,60-70,90-100
2447,M7RKR0801KCA00328,2023-01-02 12:29:00,Hyderabad,1,80-90,90-100
2448,M7RKR0801KCA00328,2023-01-03 13:03:00,Hyderabad,1,20-30,40-50
2449,M7RKR0801KCA00328,2023-01-03 15:01:00,Hyderabad,1,10-20,90-100
2450,M7RKR0801KCA00328,2023-01-04 13:25:00,Hyderabad,1,20-30,40-50
2451,M7RKR0801KCA00328,2023-01-04 15:44:00,Hyderabad,1,10-20,90-100
2452,M7RKR0801KCA00328,2023-01-05 13:49:00,Hyderabad,1,20-30,40-50
2453,M7RKR0801KCA00328,2023-01-05 15:52:00,Hyderabad,1,10-20,90-100
2454,M7RKR0801KCA00328,2023-01-06 13:47:00,Hyderabad,1,20-30,40-50
2455,M7RKR0801KCA00328,2023-01-06 16:07:00,Hyderabad,1,10-20,90-100
2456,M7RKR0801KCA00328,2023-01-07 13:05:00,Hyderabad,1,20-30,50-60
